textbox22
generated on 21/02/2018 09:06:26 UTC

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Russian Federation,European Region of WHO,Eastern Europe,2006,13,2006-03-27,2006-04-02,,452,3,,20,,,23,,,22,22,45,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2006,14,2006-04-03,2006-04-09,,361,9,,30,,,39,,,25,25,64,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2006,15,2006-04-10,2006-04-16,,325,5,,16,,5,26,,,15,15,41,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2006,16,2006-04-17,2006-04-23,,343,6,,15,,0,21,,,19,19,40,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2006,17,2006-04-24,2006-04-30,,329,2,,10,,0,12,,,11,11,23,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2006,18,2006-05-01,2006-05-07,,133,3,,4,,0,7,,,6,6,13,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2006,19,2006-05-08,2006-05-14,,238,1,,2,,,3,,,8,8,11,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2006,20,2006-05-15,2006-05-21,,91,0,,2,,0,2,,,16,16,18,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2006,40,2006-10-02,2006-10-08,,12,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2006,41,2006-10-09,2006-10-15,,19,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2006,42,2006-10-16,2006-10-22,,129,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2006,43,2006-10-23,2006-10-29,,244,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2006,44,2006-10-30,2006-11-05,,162,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2006,45,2006-11-06,2006-11-12,,129,0,,0,,0,0,,,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2006,46,2006-11-13,2006-11-19,,156,0,,0,,0,0,,,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2006,47,2006-11-20,2006-11-26,,148,0,,0,,0,0,,,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2006,48,2006-11-27,2006-12-03,,234,0,,0,,0,0,,,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2006,49,2006-12-04,2006-12-10,,281,0,,0,,0,0,,,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2006,50,2006-12-11,2006-12-17,,323,0,,0,,0,0,,,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2006,51,2006-12-18,2006-12-24,,278,1,,0,,0,1,,,1,1,2,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2006,52,2006-12-25,2006-12-31,,182,0,,0,,0,0,,,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,1,2007-01-01,2007-01-07,,22,0,,0,,0,0,,,1,1,1,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,2,2007-01-08,2007-01-14,,147,0,,0,,1,1,,,0,0,1,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,3,2007-01-15,2007-01-21,,185,13,,1,,0,14,,,6,6,20,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,4,2007-01-22,2007-01-28,,320,6,,0,,0,6,,,9,9,15,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,5,2007-01-29,2007-02-04,,389,4,,0,,0,4,,,4,4,8,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2007,6,2007-02-05,2007-02-11,,418,10,,8,,0,18,,,15,15,33,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2007,7,2007-02-12,2007-02-18,,624,9,,3,,0,12,,,30,30,42,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2007,8,2007-02-19,2007-02-25,,631,12,,8,,0,20,,,11,11,31,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2007,9,2007-02-26,2007-03-04,,601,17,,26,,3,46,,,5,5,51,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2007,10,2007-03-05,2007-03-11,,761,25,,27,,0,52,,,8,8,60,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2007,11,2007-03-12,2007-03-18,,726,22,,27,,,49,,,7,7,56,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2007,12,2007-03-19,2007-03-25,,679,19,,34,,0,53,,,6,6,59,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2007,13,2007-03-26,2007-04-01,,560,18,,20,,0,38,,,7,7,45,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2007,14,2007-04-02,2007-04-08,,603,29,,61,,0,90,,,10,10,100,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,15,2007-04-09,2007-04-15,,361,10,,15,,0,25,,,5,5,30,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,16,2007-04-16,2007-04-22,,325,7,,12,,0,19,,,4,4,23,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,17,2007-04-23,2007-04-29,,276,2,,3,,0,5,,,5,5,10,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,18,2007-04-30,2007-05-06,,151,0,,3,,0,3,,,0,0,3,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2007,40,2007-10-01,2007-10-07,,32,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,41,2007-10-08,2007-10-14,,50,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,42,2007-10-15,2007-10-21,,46,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,43,2007-10-22,2007-10-28,,81,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,44,2007-10-29,2007-11-04,,78,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,45,2007-11-05,2007-11-11,,67,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,46,2007-11-12,2007-11-18,,121,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,47,2007-11-19,2007-11-25,,177,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,48,2007-11-26,2007-12-02,,158,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,49,2007-12-03,2007-12-09,,262,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,50,2007-12-10,2007-12-16,,204,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,51,2007-12-17,2007-12-23,,288,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2007,52,2007-12-24,2007-12-30,,271,0,,0,,0,0,,,1,1,1,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,2,2008-01-07,2008-01-13,,102,0,,0,,0,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,3,2008-01-14,2008-01-20,,299,4,,0,,0,4,,,0,0,4,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,4,2008-01-21,2008-01-27,,373,7,,1,,0,8,,,5,5,13,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,5,2008-01-28,2008-02-03,,545,14,,3,,0,17,,,6,6,23,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,6,2008-02-04,2008-02-10,,573,34,,15,,0,49,,,16,16,65,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,7,2008-02-11,2008-02-17,,728,23,,10,,0,33,,,12,12,45,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,8,2008-02-18,2008-02-24,,714,38,,11,,0,49,,,27,27,76,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,9,2008-02-25,2008-03-02,,788,34,,43,,0,77,,,24,24,101,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,10,2008-03-03,2008-03-09,,680,28,,15,,1,44,,,27,27,71,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,11,2008-03-10,2008-03-16,,696,13,,53,,2,68,,,32,32,100,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,12,2008-03-17,2008-03-23,,570,20,,24,,0,44,,,45,45,89,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,13,2008-03-24,2008-03-30,,614,35,,37,,0,72,,,27,27,99,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,14,2008-03-31,2008-04-06,,617,37,,11,,10,58,,,41,41,99,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,15,2008-04-07,2008-04-13,,64,22,,4,,0,26,,,38,38,64,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,16,2008-04-14,2008-04-20,,414,18,,2,,0,20,,,23,23,43,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,17,2008-04-21,2008-04-27,,406,11,,8,,6,25,,,20,20,45,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,18,2008-04-28,2008-05-04,,277,10,,9,,0,19,8,0,0,8,27,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2008,19,2008-05-05,2008-05-11,,101,16,,4,,0,20,8,0,0,8,28,,No Report
Russian Federation,European Region of WHO,Eastern Europe,2008,20,2008-05-12,2008-05-18,,159,13,,3,,0,16,0,0,7,7,23,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,21,2008-05-19,2008-05-25,,131,8,,3,,0,11,0,0,8,8,19,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,22,2008-05-26,2008-06-01,,175,0,,1,,0,1,0,0,2,2,3,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,23,2008-06-02,2008-06-08,,,3,,1,,0,4,0,0,6,6,10,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,24,2008-06-09,2008-06-15,,88,2,,0,,0,2,0,0,0,0,2,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,27,2008-06-30,2008-07-06,,,0,,,,,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,28,2008-07-07,2008-07-13,,,0,,,,,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,29,2008-07-14,2008-07-20,,,0,,,,,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,30,2008-07-21,2008-07-27,,,0,,,,,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,31,2008-07-28,2008-08-03,,,0,,,,,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,32,2008-08-04,2008-08-10,,,0,,,,,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,33,2008-08-11,2008-08-17,,,0,,,,,0,,,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,34,2008-08-18,2008-08-24,,,0,,0,,0,0,0,0,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,35,2008-08-25,2008-08-31,,0,0,,0,,0,0,0,0,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,40,2008-09-29,2008-10-05,,377,1,,0,,0,1,0,0,1,1,2,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,41,2008-10-06,2008-10-12,,484,2,,3,,1,6,0,0,1,1,7,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,42,2008-10-13,2008-10-19,,575,4,,2,,0,6,0,0,6,6,12,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,43,2008-10-20,2008-10-26,,618,5,,5,,0,10,0,0,1,1,11,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,44,2008-10-27,2008-11-02,,645,4,,5,,0,9,0,0,2,2,11,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,45,2008-11-03,2008-11-09,,466,0,,4,,0,4,0,0,1,1,5,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2008,46,2008-11-10,2008-11-16,,786,8,,4,,0,12,0,0,5,5,17,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,47,2008-11-17,2008-11-23,,655,5,,1,,0,6,0,0,4,4,10,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,48,2008-11-24,2008-11-30,,904,15,,9,,0,24,0,0,7,7,31,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,49,2008-12-01,2008-12-07,,854,11,,8,,0,19,0,0,8,8,27,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,50,2008-12-08,2008-12-14,,883,14,,4,,0,18,0,0,9,9,27,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,51,2008-12-15,2008-12-21,,1053,15,,13,,0,28,0,0,9,9,37,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2008,52,2008-12-22,2008-12-28,,809,14,,15,,0,29,0,0,9,9,38,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,1,2008-12-29,2009-01-04,,199,4,,4,,0,8,0,0,2,2,10,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,2,2009-01-05,2009-01-11,,94,0,,0,,0,0,0,0,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,3,2009-01-12,2009-01-18,,811,9,,13,,0,22,0,0,7,7,29,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,4,2009-01-19,2009-01-25,,961,19,,27,,0,46,0,0,9,9,55,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,5,2009-01-26,2009-02-01,,1191,44,,55,,0,99,0,0,17,17,116,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,6,2009-02-02,2009-02-08,,1272,38,,55,,0,93,0,0,29,29,122,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,7,2009-02-09,2009-02-15,,1647,69,,121,,0,190,0,0,22,22,212,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,8,2009-02-16,2009-02-22,,1915,103,,109,,0,212,0,0,23,23,235,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,9,2009-02-23,2009-03-01,,1666,63,,134,,0,197,0,0,26,26,223,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,10,2009-03-02,2009-03-08,,1853,80,,135,,,215,,,45,45,260,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,11,2009-03-09,2009-03-15,,1707,56,,106,,0,162,0,0,51,51,213,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,12,2009-03-16,2009-03-22,,1685,52,,148,,0,200,0,0,35,35,235,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,13,2009-03-23,2009-03-29,,1477,40,,105,,0,145,0,,25,25,170,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,14,2009-03-30,2009-04-05,,1893,35,,283,,0,318,0,0,27,27,345,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,15,2009-04-06,2009-04-12,,1102,33,,68,,0,101,,,26,26,127,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,16,2009-04-13,2009-04-19,,999,14,,34,,0,48,0,0,17,17,65,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,17,2009-04-20,2009-04-26,,766,7,,29,,,36,,,12,12,48,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,18,2009-04-27,2009-05-03,,591,10,,49,,0,59,0,0,5,5,64,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,19,2009-05-04,2009-05-10,,672,2,,9,,0,11,0,0,7,7,18,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,20,2009-05-11,2009-05-17,,492,1,,14,,0,15,0,0,5,5,20,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,21,2009-05-18,2009-05-24,,511,11,,9,,0,20,0,0,14,14,34,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,22,2009-05-25,2009-05-31,,478,1,,1,,0,2,0,0,7,7,9,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,23,2009-06-01,2009-06-07,,639,2,,4,,0,6,0,0,9,9,15,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,24,2009-06-08,2009-06-14,,402,6,,13,,0,19,0,0,11,11,30,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,25,2009-06-15,2009-06-21,,423,7,1,5,,9,22,,,7,7,29,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,26,2009-06-22,2009-06-28,,315,0,,0,,1,1,,,4,4,5,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,27,2009-06-29,2009-07-05,,354,1,,2,,4,7,,,5,5,12,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,28,2009-07-06,2009-07-12,,325,0,0,0,0,2,2,,,6,6,8,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,29,2009-07-13,2009-07-19,,301,4,8,0,0,7,19,,,3,3,22,,No Report
Russian Federation,European Region of WHO,Eastern Europe,2009,30,2009-07-20,2009-07-26,,388,9,8,3,,5,25,,,5,5,30,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,31,2009-07-27,2009-08-02,,555,2,25,6,,15,48,,,4,4,52,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,32,2009-08-03,2009-08-09,,389,2,20,2,,4,28,,,4,4,32,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,33,2009-08-10,2009-08-16,,548,0,23,3,,15,41,,,1,1,42,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,34,2009-08-17,2009-08-23,,694,4,18,1,,9,32,,,3,3,35,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,35,2009-08-24,2009-08-30,,732,3,42,5,,12,62,,,2,2,64,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,36,2009-08-31,2009-09-06,13,898,1,60,2,0,3,66,0,0,2,2,68,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,37,2009-09-07,2009-09-13,10,970,2,16,3,0,10,31,0,0,3,3,34,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,38,2009-09-14,2009-09-20,2,1486,5,21,8,0,1,35,0,0,7,7,42,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,39,2009-09-21,2009-09-27,0,1599,3,28,5,0,3,39,0,0,5,5,44,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,40,2009-09-28,2009-10-04,7,1659,1,76,4,0,43,124,0,0,2,2,126,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2009,41,2009-10-05,2009-10-11,0,1765,0,119,9,0,100,228,0,0,5,5,233,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,42,2009-10-12,2009-10-18,1,2468,22,292,4,0,171,489,0,0,8,8,497,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,43,2009-10-19,2009-10-25,1,2763,50,465,15,0,44,574,0,0,12,12,586,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,44,2009-10-26,2009-11-01,25,3813,31,995,36,0,52,1114,0,0,2,2,1116,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,45,2009-11-02,2009-11-08,33,4995,84,2157,1,0,265,2507,0,0,5,5,2512,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,46,2009-11-09,2009-11-15,47,6771,76,2128,64,0,92,2360,0,0,5,5,2365,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,47,2009-11-16,2009-11-22,41,7410,102,2375,83,0,44,2604,0,0,43,43,2647,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,48,2009-11-23,2009-11-29,66,7136,103,2403,56,0,71,2633,0,0,28,28,2661,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,49,2009-11-30,2009-12-06,33,7002,89,2157,28,0,92,2366,0,0,21,21,2387,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,50,2009-12-07,2009-12-13,110,7244,72,2191,23,0,71,2357,0,0,40,40,2397,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,51,2009-12-14,2009-12-20,43,7117,45,1663,16,0,43,1767,0,0,13,13,1780,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,52,2009-12-21,2009-12-27,54,4329,3,912,34,0,56,1005,0,0,34,34,1039,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,53,2009-12-28,2010-01-03,1947,,7,393,6,0,15,421,0,0,7,7,428,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,1,2010-01-04,2010-01-10,684,9,7,151,3,0,0,161,0,0,0,0,161,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,2,2010-01-11,2010-01-17,2579,2579,21,207,6,0,25,259,0,0,11,11,270,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,3,2010-01-18,2010-01-24,2095,2095,26,185,10,0,35,256,0,0,41,41,297,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,4,2010-01-25,2010-01-31,2077,2077,14,94,9,0,20,137,0,0,15,15,152,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,5,2010-02-01,2010-02-07,2189,2189,12,101,4,0,34,151,0,0,7,7,158,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,6,2010-02-08,2010-02-14,2492,2492,33,81,15,0,11,140,0,0,30,30,170,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,7,2010-02-15,2010-02-21,2105,2105,55,49,5,0,11,120,0,0,20,20,140,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,8,2010-02-22,2010-02-28,1999,1999,16,41,11,0,25,93,0,0,52,52,145,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,9,2010-03-01,2010-03-07,2084,2084,10,18,9,0,26,63,0,0,83,83,146,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,10,2010-03-08,2010-03-14,1,1327,0,21,0,0,9,30,0,0,44,44,74,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,11,2010-03-15,2010-03-21,0,1483,0,19,4,0,15,38,0,0,75,75,113,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,12,2010-03-22,2010-03-28,1925,1925,14,27,12,0,6,59,0,0,110,110,169,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,13,2010-03-29,2010-04-04,1887,1887,7,17,11,0,14,49,0,0,109,109,158,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,14,2010-04-05,2010-04-11,1705,1705,4,11,7,0,2,24,0,0,110,110,134,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,15,2010-04-12,2010-04-18,1554,1554,15,6,23,0,2,46,0,0,118,118,164,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,16,2010-04-19,2010-04-25,1887,1887,16,1,9,0,2,28,0,0,140,140,168,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,17,2010-04-26,2010-05-02,1340,1340,3,1,6,0,5,15,0,0,130,130,145,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,18,2010-05-03,2010-05-09,958,958,5,1,0,0,2,8,0,0,69,69,77,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,19,2010-05-10,2010-05-16,1079,1079,4,1,1,0,7,13,0,0,74,74,87,,No Report
Russian Federation,European Region of WHO,Eastern Europe,2010,20,2010-05-17,2010-05-23,995,995,4,0,2,0,0,6,0,0,52,52,58,,No Report
Russian Federation,European Region of WHO,Eastern Europe,2010,21,2010-05-24,2010-05-30,932,932,0,0,0,0,1,1,0,0,25,25,26,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,22,2010-05-31,2010-06-06,863,863,2,0,3,0,0,5,0,0,25,25,30,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,23,2010-06-07,2010-06-13,836,836,0,1,0,0,0,1,0,0,15,15,16,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,24,2010-06-14,2010-06-20,679,679,0,0,2,0,0,2,0,0,13,13,15,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,25,2010-06-21,2010-06-27,784,784,1,0,0,0,0,1,0,0,15,15,16,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,26,2010-06-28,2010-07-04,0,555,0,0,1,0,0,1,0,0,4,4,5,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,27,2010-07-05,2010-07-11,0,429,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,28,2010-07-12,2010-07-18,0,401,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,29,2010-07-19,2010-07-25,0,415,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2010,30,2010-07-26,2010-08-01,0,460,0,1,1,0,0,2,0,0,0,0,2,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,31,2010-08-02,2010-08-08,0,484,0,0,6,0,0,6,0,0,0,0,6,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,32,2010-08-09,2010-08-15,0,479,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,33,2010-08-16,2010-08-22,0,434,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,34,2010-08-23,2010-08-29,0,506,2,0,0,0,1,3,0,0,0,0,3,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,35,2010-08-30,2010-09-05,722,722,1,0,1,0,2,4,0,0,0,0,4,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,36,2010-09-06,2010-09-12,0,575,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,37,2010-09-13,2010-09-19,0,649,0,1,0,0,1,2,0,0,0,0,2,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,38,2010-09-20,2010-09-26,0,769,2,2,0,0,0,4,0,0,1,1,5,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,39,2010-09-27,2010-10-03,0,755,2,0,0,0,1,3,0,0,4,4,7,,No Activity
